AlOH                 200  6000  1000
TiO2(cr)             200  2185   500
-1.244201863E+05  0.000000000E+00  7.600577340E+00  1.421666301E-03  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.162831515E+05 -3.834053430E+01
 1.712264157E+07 -2.997059314E+05  2.143439285E+03 -7.997230440E+00  1.661745261E-02 -1.817331921E-05  8.179403360E-09  1.253121023E+06 -1.132509587E+04
TiO2(l)             2185  6000  1000
 0.000000000E+00  0.000000000E+00  1.202716696E+01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.143261561E+05 -6.551584491E+01
 0.000000000E+00  0.000000000E+00  1.202716696E+01  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.143261561E+05 -6.551584491E+01
FeS(a)               200   411  1000
 6.562987140E+06 -1.108882861E+05  7.200477640E+02 -2.169002385E+00  3.009472055E-03 -1.385164934E-06  0.000000000E+00  4.996994470E+05 -3.905129920E+03 
 6.562987140E+06 -1.108882861E+05  7.200477640E+02 -2.169002385E+00  3.009472055E-03 -1.385164934E-06  0.000000000E+00  4.996994470E+05 -3.905129920E+03 
FeS(b)               411   598  1000
 0.000000000E+00  0.000000000E+00  8.730809152E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.445777846E+04 -4.227609187E+01
 0.000000000E+00  0.000000000E+00  8.730809152E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -1.445777846E+04 -4.227609187E+01
FeS(c)               598  1465  1000
 -4.651400530E+05 2.845200913E+03  3.227601660E+00  1.639542844E-03 -2.119596921E-06  2.366217205E-09 -3.529138060E-13 -3.030024550E+04 -3.662233560E+00
 -4.651400530E+05 2.845200913E+03  3.227601660E+00  1.639542844E-03 -2.119596921E-06  2.366217205E-09 -3.529138060E-13 -3.030024550E+04 -3.662233560E+00
FeS(l)              1465  6000  1000
 0.000000000E+00  0.000000000E+00  7.548249987E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -9.925935040E+03 -3.215631501E+01
 0.000000000E+00  0.000000000E+00  7.548249987E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00 -9.925935040E+03 -3.215631501E+01
